recordist,date,time,location,longitude,latitude,elevation,climate
GABRIEL LEITE,2009-11-06,11:30,Estação de Pesquisa do Canguçu - Pium - Tocantins State,-50.0151,-9.9826,180,tropical
Jeremy Minns,2000-09-19,05:38,"Fazenda Santa Tereza, Rio Pixaim, Mato Grosso",-56.8501,-16.7501,110,tropical
João Gava,2012-11-14,18:30,"Nova Veneza, Santa Catarina, Brazil",-49.49800000000001,-28.638,120,subtropical
Noé Eiterer,2013-11-06,07:30,"Brasilia, Federal District",-47.9114,-15.8219,1100,tropical
Raphael Sobania,2007-02-03,14:52,Km 290 road PR 150 Castro - Parana,-50.0112,-24.8098,880,subtropical
Renan Campos de Oliveira,2010-05-17,12:21,Pantanal do Miranda - MS,-57.012,-19.5512,100,tropical
Ricardo Gagliardi,2009-12-29,06:50,"Santa Vitória, MG",-50.131,-18.854,?,tropical
Allen T. Chartier,1993-11-13,?,"Fazenda Rancho Grande, Rondonia",-62.8667,-10.3167,200,tropical
Bradley Davis,2006-06-12,09:00,"Serra dos Caiabis, Alta Floresta - MT",-56.7501,-10.7501,300,tropical
Bradley Davis,2007-07-30,07:01,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,220,tropical
Bradley Davis,2007-07-30,7:02,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,220,tropical
Frank Lambert,2004-05-21,?:?,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,240,tropical
GABRIEL LEITE,2011-01-23,08:30,"Manaus, Amazonas",-59.9292,-2.5992,120,tropical
GABRIEL LEITE,2012-07-18,07:00,"Itaituba, Para",-57.1152,-5.5887,70,tropical
GABRIEL LEITE,2012-10-08,07:00,"Itaituba, Para",-56.3338,-4.5778,70,tropical
Gabriel McCrate,2011-06-08,05:30,"Manaus, Amazonas",-59.9292,-2.5992,120,tropical
Guilherme R R Brito,2009-06-09,08:00,"Left bank of Rio Teles Pires, Paranaita, Mato Grosso",-56.9851,-9.2373,190,tropical
Guilherme R R Brito,2009-06-09,08:20,"Left bank of Rio Teles Pires, Paranaita, Mato Grosso",-56.9851,-9.2373,190,tropical
Jeremy Minns,1999-09-14,07:20,Reserva Extrativista Alto Juruá. Foz do Breu,-72.7153,-9.4123,230,tropical
Jeremy Minns,2004-08-12,06:26,"Borba, Amazonas",-59.5934,-4.3881,300,tropical
Marcos Melo,2010-07-21,06:20,"Presidente Figueiredo, Amazonas",-59.997,-2.028,?,tropical
Sidnei dantas,2008-08-28,07:00,"Novo Progresso, state of Pará",-55.4834,-7.1501,100,tropical
Tayler Brooks,2011-08-23,17:10,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
Thiago Orsi Laranjeiras,2012-12-09,06:00,Trilha do Buritizal - Serra do Viruá - Parque Nacional do Viruá,-60.9891,1.4829,90,tropical
Bradley Davis,2007-11-18,07:08,"Serra do Navio, AP",-52.056000000000004,0.8926,140,tropical
Ciro Albano,2005-01-21,07:00,"Uruçuí-preto river, Piauí state",-44.6001,-7.3001,?,tropical
Eric DeFonso,2011-11-12,06:20,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
GABRIEL LEITE,2011-07-21,07:30,"Alto Alegre do Pindaré, Maranhao",-45.8465,-3.6668,20,tropical
GABRIEL LEITE,2011-08-25,10:30,"Parauapebas, Para",-50.202,-6.1924,550,tropical
Glauco Alves Pereira,2003-08-16,09:00,"Estação Ecológica de Murici, Alagoas",-35.9334,-9.3001,600,tropical
Jeremy Minns,1998-10-25,09:15,"Rio Doce State Park, Minas Gerais",-41.167,-19.5001,450,tropical
Jeremy Minns,2001-09-10,07:26,Perequê - Angra dos Reis - RJ,-44.5351,-23.011999999999997,50,tropical
Jeremy Minns,2004-03-14,09:05,"Reserva Natural da Vale - Linhares, Espirito Santo",-40.0645,-19.1456,40,tropical
Jeremy Minns,2004-03-16,06:00,"RPPN Serra Bonita, Camacan, BA",-39.5709,-15.3851,500,tropical
Jeremy Minns,2004-03-18,06:32,"Mata do Crasto, Município de Santa Luzia do Itanhy, Sergipe",-37.4001,-11.3834,10,tropical
Jeremy Minns,2004-03-19,09:57,"Estação Ecológica de Murici, Alagoas",-35.9334,-9.3001,550,tropical
Marcos Melo,2010-12-11,07:00,"RPPN Vale das Araras - Cavalcante, GO",-47.452,-13.825,800,tropical
Nargila Moura,2010-11-02,07:33,"Paragominas, PA, Brazil, Bacia 423",-47.5039,-3.5189,?,tropical
Nargila Moura,2011-01-10,?,"Bacia 69, Santarem, PA",-54.6528,-2.5601,?,tropical
Nick Athanas,2005-04-08,07:00,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,30,tropical
Ricardo Gagliardi,2006-09-10,08:30,Perequê - Angra dos Reis - RJ,-44.5351,-23.011999999999997,50,tropical
Ricardo Gagliardi,2007-03-17,08:10,Pedra Branca State Park Rio de Janeiro,-43.4362,-22.9428,30,tropical
Vitor Herdy,0000-00-00,09:30,"Patrocínio, Minas Gerais State",-46.9925,-18.9439,950,tropical
Alexander Lees,2010-11-17,07:14,"Paragominas, PA, Brazil, Bacia 342 ",-48.183,-3.3110000000000004,?,tropical
Christian B. Andretti,2008-09-19,07:30,Almeirim/Pará,-52.653,-1.095,80,tropical
Ciro Albano,2006-03-08,08:40,"Serra da Aratanha, Pacatuba, state of Ceará",-38.6334,-3.9667,500,tropical
Dan Lane,2013-01-29,08:00,"RPPN Estação Veracel, Porto Seguro, Bahia",-39.1395,-16.3458,90,tropical
David Beadle,2002-02-02,09:00,"Serra dos Carajás, Pará",-50.3459,-6.1603,400,tropical
Frank Lambert,2004-02-04,?:?,"Bahia, Fazenda Veracruz Reserve, near Una",-39.3,-15.2,?,tropical
Frank Lambert,2004-02-04,?:?,"Bahia, Fazenda Veracruz Reserve, near Una",-39.3,-15.2,?,tropical
Frank Lambert,2004-02-04,?:?,"Bahia, Fazenda Veracruz Reserve, near Una",-39.3,-15.2,?,tropical
Frank Lambert,2004-05-04,?:?,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,240,tropical
GABRIEL LEITE,2010-06-06,10:00,"Careiro, Amazonas",-59.9304,-3.4915,20,tropical
Glauco Alves Pereira,2006-01-29,10:30,"Engenho Cachoeira Linda, Barreiros, Pernambuco",-35.4773,-8.8173,80,tropical
Jeremy Minns,1999-09-18,06:55,"São Gabriel da Cachoeira, Amazonas",-67.0834,-0.1334,70,tropical
Jeremy Minns,1999-09-20,05:50,Reserva Extrativista Alto Juruá. Caipora,-72.6834,-9.3167,230,tropical
Jeremy Minns,2000-09-07,09:38,Parque Nacional da Amazônia,-56.3001,-4.5167,50,tropical
Jeremy Minns,2000-12-02,10:28,"Serra do Navio, AP",-52.0559,0.8926,125,tropical
Jeremy Minns,2003-04-05,17:46,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Jeremy Minns,2003-11-30,09:10,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Jeremy Minns,2003-11-30,10:12,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Jeremy Minns,2004-08-07,17:39,"São Gabriel da Cachoeira, Amazonas",-67.0834,-0.1334,70,tropical
Jeremy Minns,2004-08-11,06:40,"Borba, Amazonas",-59.5934,-4.3881,30,tropical
Jeremy Minns,2004-08-15,16:38,"Borba, Amazonas",-59.5934,-4.3881,30,tropical
Jeremy Minns,2005-10-23,17:40,Serra dos Carajás. Road to dam at iron mine,-50.1501,-6.1001,640,tropical
Jeremy Minns,2005-11-07,05:47,Caxiuanã Scientific Station,-51.4556,-1.7375,12,tropical
Marcos Melo,2011-06-08,08:30,"Chapada dos Guimarães, Mato Grosso state",-55.68,-15.457,700,tropical
Nargila Moura,2010-12-14,?,"Floresta Nacional do Tapajós, Bacia 165, Santarem, Para",-54.997,-2.7539,?,tropical
Nick Athanas,2006-10-16,12:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,240,tropical
Nunes D´Acosta,2009-08-18,18:10,"Goiânia, Goiás.",-49.266815,-16.691448,670,tropical
Nunes D´Acosta,2009-08-18,18:15,"Goiânia, Goiás.",-49.266815,-16.691448,670,tropical
Nunes D´Acosta,2009-08-18,18:20,"Goiânia, Goiás.",-49.266815,-16.691448,670,tropical
Sidnei de Melo Dantas,2005-02-22,09:00,"Reserva de Desenvolvimento Sustentável Amanã, Amazonas",-63.01,-2.01,50,tropical
Sidnei de Melo Dantas,2005-07-15,11:30,"Tucuruí dam, right margin of the lake, state of Pará",-49.41194,-4.2327,50,tropical
Tayler Brooks,2011-09-06,17:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
Tayler Brooks,2011-09-06,17:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
Thiago Orsi Laranjeiras,2010-04-03,08:30,"Sede, Parque Nacional do Viruá, Caracaraí, Roraima",-61.0027,1.4896,80,tropical
Adrian Eisen Rupp,2008-07-26,?,"Morro da Turquia, Pomerode, Santa Catarina",-49.1881,-26.7395,400,subtropical
Adrian Eisen Rupp,2008-08-24,?,"Morro da Turquia, Pomerode, Santa Catarina",-49.1881,-26.7395,400,subtropical
Adrian Eisen Rupp,2008-08-24,?,"Morro da Turquia, Pomerode, Santa Catarina",-49.1881,-26.7395,400,subtropical
Antonio Silveira,1990-12-00,8am,"Itapecerica da Serra,SP, Brazil",-46.871,-23.785999999999998,900,subtropical
Antonio Silveira,2013-08-23,09:00,"São Francisco Xavier, São José dos Campos,São Paulo state, Brazil",-45.9965,-22.8904,1600,tropical
Daniel Lane,2006-11-02,09:25,"Parque Estatal Carlos Botelho, Sao Paulo state",-47.96100000000001,-24.175,700,subtropical
GABRIEL LEITE,2013-01-26,08:00,"Campos do Jordão, São Paulo",-45.4964,-22.7008,1600,tropical
Glauco Kohler,2010-11-01,10:45,"RPPN Prima Luna, Nova Trento, Santa Catarina  ",-49.0201,-27.2578,1100,subtropical
Herman van Oosten,2010-09-02,08:54,"trail between Hotel Donati and Hotel Simon, Itatiaia NP, RJ",-44.5901,-22.456999999999997,1000,tropical
Jeremy Minns,2002-08-11,07:12,Intervales State Park. Carmo road,-48.4334,-24.2834,800,subtropical
Jeremy Minns,2002-08-13,06:47,Intervales State Park. Carmo road,-48.4334,-24.2834,800,subtropical
Jeremy Minns,2002-08-14,09:32,Intervales State Park. Mirante,-48.4001,-24.2667,900,subtropical
Jeremy Minns,2003-02-12,07:16,Intervales State Park. Carmo road,-48.4334,-24.2834,800,subtropical
Jeremy Minns,2003-02-12,07:37,Intervales State Park. Carmo road,-48.4334,-24.2834,800,subtropical
Leonardo Pimentel,2006-07-11,11:12,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,800,tropical
Marco Manhães,2010-01-10,?,"RPPN Alto da Boa Vista, Descoberto, MG",-42.953,-21.423000000000002,750,tropical
Marcos Melo,2010-01-25,09:55,"APA da Bacia do Rio Paraíba do Sul - Guarulhos, SP",-46.4058272839247,-23.303893531539305,1050,tropical
Noé Eiterer,2012-12-08,10:00,"Viçosa, Minas Gerais",-42.8884,-20.8004,800,tropical
Paulo Affonso Fonseca Pires Neto,2013-02-05,07:30,"Lavrinhas, São Paulo",-44.9217,-22.5657,550,tropical
Ricardo Gagliardi,2007-07-18,10:20,Serra dos Órgãos National Park - RJ,-43.01,-22.448,800,tropical
Ricardo Gagliardi,2010-10-24,06:45,Itatiaia National Park - Donati Hotel,-44.6301,-22.3798,950,tropical
Rodrigo Dela Rosa,2010-03-07,?,São josé dos Campos/SP,-45.9167,-23.0667,700,tropical
Rodrigo Dela Rosa de Souza,2011-12-31,10:00,"Tremembé, São Paulo",-45.6758,-22.9437,800,tropical
Teus Luijendijk,2012-01-02,08:00,Cabaraquara,-48.56800000000001,-25.835,100,subtropical
Adrian Eisen Rupp,2007-09-15,?,"Bonsucesso, Itaiópolis, Santa Catarina ",-49.6942,-26.6834,840,subtropical
Adrian Eisen Rupp,2010-01-26,?,"Rio Tigre, Guatambu, Santa Catarina",-52.783728,-27.140118,400,subtropical
Evair Legal,2010-04-13,12:50,"Foz Rio Tigre, Guatambú, Santa Catarina",-52.778,-27.186999999999998,350,subtropical
Fernando Jacobs,2007-12-02,07:34,"Dunas, área de proteção ambiental, Las Acácias - Pelotas, Rio Grande do Sul",-52.28333,-31.75,0,subtropical
GABRIEL LEITE,2009-11-02,08:00,Tocantins,-46.8155,-10.0906,340,tropical
Nick Athanas,2005-04-08,08:15,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,30,tropical
Noé Eiterer,2012-02-11,07:00,"Viçosa, Minas Gerais",-42.8882,-20.79,800,tropical
Noé Eiterer,2013-02-04,09:30,"Aracruz, Espirito Santo",-40.2739,-19.8189,60,tropical
pedroteia,2012-06-13,06:00,Gravado no Olho Dagua Mago-Pão de Açúcar-Alagoas-Brasil,-37.439,-9.73,500,tropical
Rafael Antunes Dias,2011-12-07,10:00,"Banhado do Maçarico region, Rio Grande, Rio Grande do Sul",-52.473,-32.496,9,subtropical
Renan Campos de Oliveira,2008-11-23,10:40,"Embrapa/Soja, Londrina - PR",-51.1848,-23.1839,600,tropical
Ricardo Gagliardi,2007-12-16,14:00,Praia do Vargas - Araruama - RJ,-42.3334,-22.9167,15,tropical
Sidnei de Melo Dantas,2004-06-19,07:00,"Gravatá, state of Pernambuco",-35.5501,-8.2001,200,tropical
www.aapimentao.com.br,2008-11-01,17:40,Serra Caçador - Laurentino - Santa Catarina ,-49.7181,-27.2195,450,subtropical
Ciro Albano,2004-07-11,?,"Serra do Arapuá, Pernambuco State",-38.7667,-8.3001,500,tropical
GABRIEL LEITE,2012-12-01,09:00,Chapada do Araripe (Ceara),-39.3001,-7.3334,440,tropical
Jeremy Minns,2001-11-16,06:47,Chapada do Araripe (Ceara),-39.3001,-7.3334,900,tropical
Jeremy Minns,2004-03-26,07:15,Jeremoabo,-38.339453000000006,-10.063769,300,tropical
Marcelo Barbosa,2012-09-25,07:10,"Left bank Tocantins river, Porto Nacional - TO",-48.443999999999996,-10.102,266,tropical
Marcelo Barbosa,2012-09-25,07:10,"Left bank Tocantins river, Porto Nacional - TO",-48.443999999999996,-10.102,266,tropical
Marcelo Barbosa,2012-09-25,07:10,"Margem esquerda rio Tocantins, Porto Nacional - TO",-48.443999999999996,-10.102,266,tropical
Nick Athanas,2006-01-09,12:00,"Barbalha, Chapado do Araripe, south of Ceará State.",-39.3501,-7.3834,920,tropical
Nick Athanas,2006-01-09,12:00,"Barbalha, Chapado do Araripe, south of Ceará State.",-39.3501,-7.3834,920,tropical
pedrotêia,2013-01-04,08:00,"Pão de Açúcar, Alagoas",-37.4351,-9.7326,90,tropical
Rolf A. de By,2001-04-15,13:35,"4km S of Canudos, Bahia",-39.16179,-10.017877,?,tropical
Adrian Eisen Rupp,2009-11-23,?,"Bom Jardim da Serra, Santa Catarina",-49.6125,-28.4673,1400,subtropical
Alexander Lees,2012-01-23,12:00,"Pousada dos Anões, Alto Paraiso do Goias (planalto)",-47.486999999999995,-14.325999999999999,?,tropical
Antonio Silveira,2013-10-09,07:00,"Comandatuba Island, Una,Bahia, Brazil",-38.9805,-15.3509,0,tropical
Bernabe Lopez-Lanus,2007-04-07,?:?,"São Francisco de Paula, Rio Grande do Sul",-50.58,-29.454,?,subtropical
Ciro Albano,2005-01-21,?,"Uruçuí, Piauí state",-44.5501,-7.2501,?,tropical
Don Jones,1997-09-18,?,"Serra da Canastra, Minas Gerais",-46.4101,-20.2551,?,tropical
Eric DeFonso,2011-11-21,17:20,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
Evair Legal,2010-01-31,10:03,"Centro, Angelina, Santa Catarina",-49.001999999999995,-27.552,430,subtropical
Fernando Jacobs,2007-12-02,07:40,"Dunas, área de proteção ambiental, Las Acácias - Pelotas, Rio Grande do Sul",-52.28333,-31.75,0,subtropical
Joao Menezes,2006-12-30,14:40,"Birigui, Sao Paulo state",-50.3734,-21.2451,390,tropical
Nick Athanas,2005-04-07,16:00,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,30,tropical
Noé Eiterer,2011-04-13,09:30,"Viçosa, Minas Gerais",-42.8882,-20.79,800,tropical
Noé Eiterer,2011-09-18,14:30,"Juiz de Fora, Minas Gerais",-43.3488,-21.765,700,tropical
Nuno Medeiros,2007-02-07,9:12,Barroca - Serra da Moeda MG,-44.0328,-20.2959,1037,tropical
Paul Donahue,2001-06-19,16:33,"Hyacinth Cliffs, Piaui",-45.07,-9.45,?,tropical
Paul Donahue,2009-04-22,08:47,"Fazenda Santa Tereza, Rio Pixaim, Mato Grosso",-56.8501,-16.7501,?,tropical
Paul Donahue,2009-04-22,08:47,"Fazenda Santa Tereza, Rio Pixaim, Mato Grosso",-56.8501,-16.7501,?,tropical
Paul Donahue,2009-04-22,08:47,"Fazenda Santa Tereza, Rio Pixaim, Mato Grosso",-56.8501,-16.7501,?,tropical
Paul Donahue,2009-04-22,08:47,"Fazenda Santa Tereza, Rio Pixaim, Mato Grosso",-56.8501,-16.7501,?,tropical
Paul Donahue,2009-04-22,08:47,"Fazenda Santa Tereza, Rio Pixaim, Mato Grosso",-56.8501,-16.7501,?,tropical
Rafael Antunes Dias,2011-12-07,16:00,"Banhado do Maçarico region, Rio Grande, Rio Grande do Sul",-52.483000000000004,-32.533,18,subtropical
Ricardo Gagliardi,2007-01-07,09:00,Carmo - RJ,-42.6195,-21.9384,400,tropical
Rolf A. de By,1998-12-13,16:05,"Vila Velha State Park, Paraná state",-50.081,-25.1389,?,subtropical
Sandro Salomon,2011-09-01,08:00,"Lajeado Alto, Parque Nacional da Serra do Itajaí, Guabiruba/Blumenau, Santa Catarina",-49.0809,-27.1164,750,subtropical
Adrian Eisen Rupp,2007-04-01,?,"Gleba maior Reserva Biológica Estadual do Sassafrás, Doutor Pedrinho, Santa Catarina",-49.6756,-26.7117,920,subtropical
Adrian Eisen Rupp,2007-10-28,08:38,"Campo Grande, Itaiópolis, Santa Catarina",-49.7001,-26.6501,908,subtropical
Adrian Eisen Rupp,2007-12-09,07:17,"Fazenda Cerro Azul, Rio Negrinho, Santa Catarina",-49.6042,-26.7048,960,subtropical
Adrian Eisen Rupp,2009-05-22,?,"Poço Verde, Parque Nacional das Araucárias, Ponte Serrada, Santa Catarina",-51.9031,-26.8131,880,subtropical
Frank Lambert,1997-12-16,?:?,"Santa Catarina, c.10 km from Urubici on road to Florianopolis",-49.58,-27.83,1000,subtropical
Glauco Kohler,2007-08-17,7:46,"Abelardo Luz, Santa Catarina",-52.32833,-26.56472,1000,subtropical
Glauco Kohler & Nicholas Kaminski,2008-02-13,9:00,"Rio Negrinho, Santa Catarina",-49.51263400000001,-26.27864000000001,792,subtropical
Guilherme Pozenato,2012-12-07,08:00,"Santa Cecília, Santa Catarina",-50.5659,-26.8792,900,subtropical
Jeremy Minns,2002-11-28,07:56,"Santa Catarina, near Urubici",-49.58,-27.83,915,subtropical
Jeremy Minns,2002-12-02,06:44,"Estrada da Graciosa, Paraná state",-48.9001,-25.3334,875,subtropical
Nick Athanas,2008-08-11,07:30,"Estrada da Graciosa, Paraná state",-48.9001,-25.3334,910,subtropical
Raphael Eduardo F. Santos,2006-04-03,10:50,"Araucarias National Park, Passos Maia, Santa Catarina",-51.957436,-26.820394,846,subtropical
Rolf A. de By,1998-12-14,07:38,"Mt. Anhangava, SE of Quatro Barras, Parana",-49.0139,-25.3867,1015,subtropical
Rolf A. de By,1998-12-14,07:48,"Mt. Anhangava, SE of Quatro Barras, Parana",-49.0139,-25.3867,1015,subtropical
Andrew Spencer,2012-10-11,05:15,"Pousada Piuval, Transpantaneira km 12, MT",-56.6167,-16.3834,120,tropical
Andrew Spencer,2012-10-14,05:40,"Porto Jofre, Mato Grosso",-56.776,-17.3624,110,tropical
Andrew Spencer,2012-10-14,05:40,"Porto Jofre, Mato Grosso",-56.776,-17.3624,110,tropical
Antonio Silveira,2005-05-12,8:30am,"Bonito,Mato Grosso do Sul State",-56.563,-21.05,290,tropical
Cláudio Dias Timm,2009-04-18,?,"Marambaia, Rio Grande, Rio Grande do Sul",-52.3181,-31.8001,2,subtropical
Fernando Jacobs,2006-12-23,06:05,"Figueiras - Pelotas, Rio Grande do Sul",-52.3425,-31.7176,0,subtropical
GABRIEL LEITE,2013-02-26,09:00,"Piracicaba, São Paulo",-47.9831,-22.6771,460,tropical
Jeremy Minns,2000-01-11,08:16,Aquidauana,-55.8167,-20.4834,174,tropical
Jeremy Minns,2001-11-10,04:29,"Estância, state of Sergipe",-37.4334,-11.2667,30,tropical
Luiz C.  Silva,2013-07-13,16:30,"Campo Mourao, Paraná",-52.3828,-24.0458,600,subtropical
Marcos Melo,2009-11-01,07:55,"Parque Municipal Nove de Julho, São Paulo, SP   ",-46.717,-23.7192,760,subtropical
pedroteia,2012-06-14,09:09,Avenida Braúlio Cavalcante- Pão de Açúcar-Alagoa-Brasil,-37.435,-9.732999999999999,300,tropical
Rafael Antunes Dias,2011-05-22,16:30,"Banhado do Maçarico region, Rio Grande, Rio Grande do Sul",-52.261,-32.111,3,subtropical
Rafael Antunes Dias,2012-05-09,08:00,"Banhado do Maçarico region, Rio Grande, Rio Grande do Sul",-52.483000000000004,-32.533,18,subtropical
Rafael Antunes Dias,2012-05-09,08:00,"Banhado do Maçarico region, Rio Grande, Rio Grande do Sul",-52.483000000000004,-32.533,18,subtropical
Renan Campos de Oliveira,2009-07-28,14:50,"Embrapa Soja, Londrina - PR",-51.1848,-23.1839,600,tropical
Antonio Silveira,2006-05-05,11:00,"Region of Mutum River, Barão de Melgaço, MT",-55.863,-16.346,140,tropical
Antonio Silveira,2008-05-17,morning,"Region of Mutum River, Barão de Melgaço, MT",-55.852,-16.352999999999998,140,tropical
Bernabe Lopez-Lanus,1992-02-18,am,"Fazenda das Araras, Ruta Transpantaneira, Pocone, Mato Grosso",-56.71262700000001,-16.512178,?,tropical
Bernabe Lopez-Lanus,1992-02-18,Dawn,"Fazenda das Araras, Ruta Transpantaneira, Pocone, Mato Grosso",-56.71262700000001,-16.512178,?,tropical
Caio Brito,2012-10-05,07:00,"Bonito, MS. Serra da Bodoquena",-56.8667,-21.0834,340,tropical
Eduardo D. Schultz,2012-07-19,07:30,"urban area, Cuiaba, Mato Grosso state",-56.077,-15.605,190,tropical
Eduardo Patrial,2008-06-19,am,"Passo do Lontra, Pantanal de Miranda, MS",-57.01667,-19.26667,?,tropical
Eric DeFonso,2011-09-01,05:30,"Pantanal Wildlife Center, MT",-56.8764,-16.7581,110,tropical
Eric DeFonso,2011-09-01,06:00,"Pantanal Wildlife Center, MT",-56.8764,-16.7581,110,tropical
Eric DeFonso,2011-09-01,17:07,"Pantanal Wildlife Center, MT",-56.8764,-16.7581,110,tropical
Eric DeFonso,2011-09-03,05:20,"Pantanal Wildlife Center, MT",-56.8764,-16.7581,110,tropical
Jeremy Minns,2000-01-15,07:58,"Passo do Lontra, Pantanal de Miranda, MS",-57.01667,-19.26667,90,tropical
Jeremy Minns,2003-12-04,07:09,"Pousada Araras, Pantanal, MT",-56.7167,-16.5167,120,tropical
Jeremy Minns,2003-12-04,08:52,"Pousada Araras, Pantanal, MT",-56.7167,-16.5167,120,tropical
Paul Donahue,2002-06-07,8:50,"Fazenda Santa Teresa, Rio Pixiam, MT",-56.8667,-16.7501,?,tropical
Renan Campos de Oliveira,2010-05-18,9:52,Pantanal do Miranda - MS,-57.012,-19.5512,100,tropical
Eric DeFonso,2011-11-14,17:27,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
Evair Legal,2010-01-31,10:07,"Centro, Angelina, Santa Catarina",-49.001999999999995,-27.552,430,subtropical
Fernando Jacobs,2008-07-13,08:05,"Dunas, área de proteção ambiental, Las Acácias - Pelotas, Rio Grande do Sul",-52.28333,-31.75,0,subtropical
GABRIEL LEITE,2009-12-16,10:30,"Palmas, Tocantins",-48.251999999999995,-10.2095,500,tropical
Glauco Alves Pereira,2004-02-08,17:00,"Porteiras, Altinho, Pernambuco",-37.75,-8.3,460,tropical
Helberth Cardoso,2009-12-19,06:13,"Inhotim, Brumadinho, Minas Gerais State",-44.219091,-20.123894,800,tropical
Jeremy Minns,1999-04-02,11:00,"Diamantina, MG",-43.6167,-18.2834,1110,tropical
Jeremy Minns,2001-04-13,06:45,"Emas National Park, Goias State",-52.874451,-18.098866,780,tropical
Jeremy Minns,2001-11-17,07:11,"Lagoa Grande, Pernambuco State",-40.1773,-8.832,370,tropical
